id_student,gender,region,highest_education,imd_band,age_band,studied_credits,disability,final_result,score,sum_click,retry_count
596473,0,6,1,5,0,60,0,0,0.0,0.0,0
596542,1,11,2,2,0,60,1,0,0.0,5.0,0
596629,1,10,1,2,1,60,0,0,0.0,1.0,0
596978,0,12,0,6,0,180,0,1,0.0,0.0,0
597178,1,2,2,1,0,60,0,1,0.0,2.0,0
597192,1,3,0,4,1,150,1,1,0.0,0.0,0
597308,1,9,0,6,0,90,0,1,0.0,0.0,0
597443,1,6,2,4,0,60,0,0,0.0,2.0,0
597453,1,9,0,2,0,60,0,1,0.0,0.0,0
597504,0,1,0,6,0,90,0,1,0.0,0.0,0
597561,1,6,0,6,1,90,0,1,0.0,0.0,0
597754,0,8,2,9,1,90,0,1,0.0,3.0,0
597924,1,3,0,7,0,60,0,1,0.0,1.0,0
598650,0,12,0,1,0,60,0,0,0.0,0.0,0
598701,1,6,1,5,0,60,0,0,0.0,2.0,0
598949,1,1,2,2,0,120,0,1,0.0,2.0,0
599101,0,3,2,5,0,60,0,1,0.0,1.0,0
599262,1,12,2,7,0,60,0,1,0.0,2.0,0
599406,1,0,2,5,0,120,0,1,0.0,3.0,0
599655,1,0,2,9,0,120,0,0,0.0,1.0,0
599658,1,6,0,6,0,60,0,0,0.0,1.0,0
599876,0,5,0,1,0,120,0,1,0.0,0.0,0
600289,1,4,2,1,0,90,0,1,0.0,0.0,0
600525,0,4,2,3,0,120,0,1,0.0,0.0,0
600753,0,8,0,4,0,180,0,1,0.0,0.0,0
600842,1,5,0,4,0,60,0,1,0.0,1.0,0
601270,0,6,2,6,0,120,0,1,0.0,2.0,0
601392,1,1,0,4,0,60,0,1,0.0,1.0,0
602413,1,5,1,9,0,90,0,1,0.0,2.0,0
602452,1,11,2,1,0,60,0,1,0.0,2.0,0
602692,0,3,0,2,0,120,1,1,0.0,0.0,0
602706,1,7,2,7,0,60,0,1,0.0,0.0,0
602986,1,6,0,10,1,120,0,0,0.0,1.0,0
603669,1,0,0,8,0,120,0,1,0.0,3.0,0
603684,1,5,2,6,0,60,0,1,0.0,1.0,0
603749,1,7,0,10,1,60,0,1,0.0,0.0,0
603850,1,6,2,5,1,60,0,1,0.0,2.0,0
603953,0,4,0,4,0,120,0,1,0.0,0.0,0
604392,0,0,0,5,0,60,0,1,0.0,1.0,0
604398,0,4,3,2,0,180,0,1,0.0,2.0,0
604546,1,0,2,8,1,60,1,1,0.0,5.0,0
604641,1,5,0,5,0,60,0,0,0.0,2.0,0
604729,1,8,0,9,0,60,0,1,0.0,0.0,0
604912,1,0,2,4,0,90,1,1,0.0,1.0,0
604952,0,5,2,3,0,120,0,1,0.0,1.0,0
605005,1,8,2,6,0,60,0,1,0.0,3.0,0
605191,1,7,0,7,0,60,0,0,0.0,0.0,0
606270,1,3,2,6,0,60,0,0,0.0,0.0,0
606492,0,7,2,5,0,60,0,0,0.0,2.0,0
606719,0,8,1,8,1,60,0,1,0.0,0.0,0
607515,1,5,2,7,0,120,0,1,0.0,2.0,0
607928,0,12,0,6,1,120,0,1,0.0,1.0,0
608170,1,7,0,8,0,60,0,1,0.0,1.0,0
608848,0,5,0,8,0,120,0,1,0.0,0.0,0
609381,0,3,0,6,1,60,0,1,0.0,2.0,0
609480,0,7,0,4,1,60,0,0,0.0,2.0,0
610106,0,8,0,4,0,90,1,1,0.0,1.0,0
610606,1,8,1,8,0,60,0,1,0.0,2.0,0
610817,0,10,2,9,1,60,0,1,0.0,3.0,0
610834,1,5,0,5,1,60,0,1,0.0,2.0,0
610838,0,10,2,5,1,60,0,1,0.0,2.0,0
610913,0,5,2,1,0,60,0,1,0.0,2.0,0
997948,1,5,0,3,2,120,0,1,0.0,1.0,0
1464932,0,1,2,2,1,60,0,1,0.0,1.0,0
1517755,1,8,0,3,1,60,0,1,0.0,0.0,0
1644568,0,0,2,6,1,60,1,0,0.0,2.0,0
1796059,1,8,2,10,0,60,0,1,0.0,1.0,0
1830562,1,6,1,3,1,60,0,0,0.0,3.0,0
1833308,0,12,2,6,1,60,0,1,0.0,0.0,0
1840610,1,11,1,5,1,60,0,1,0.0,0.0,1
1957728,1,1,2,9,0,60,0,0,0.0,2.0,0
2149701,0,10,2,1,0,240,0,1,0.0,2.0,0
2194777,1,0,2,2,0,120,0,1,0.0,0.0,0
2253576,1,12,2,2,1,60,0,0,0.0,2.0,0
2281870,1,0,2,1,0,60,0,1,0.0,2.0,0
2321492,0,1,2,2,1,150,1,1,0.0,3.0,0
2339150,0,11,0,1,0,60,0,0,0.0,0.0,1
2352039,0,5,2,4,1,180,0,1,0.0,2.0,0
2365438,1,12,1,7,1,60,0,0,0.0,0.0,0
2367887,0,6,0,1,1,330,0,1,0.0,2.0,1
2409396,0,11,0,8,0,90,1,1,0.0,2.0,0
2410364,0,1,0,10,0,60,0,1,0.0,0.0,0
2445016,0,9,0,6,0,150,0,1,0.0,0.0,1
2495352,1,2,2,4,1,60,0,0,0.0,2.0,0
2501578,0,10,0,8,0,60,0,1,0.0,2.0,0
2505389,1,11,0,3,0,60,0,1,0.0,3.0,0
2505413,0,8,2,4,0,120,1,1,0.0,0.0,0
2539092,1,6,2,2,0,60,0,0,0.0,1.0,1
2574281,0,5,2,4,1,60,0,0,0.0,1.0,0
2579683,1,11,0,3,0,60,1,1,0.0,2.0,0
2585395,1,7,2,9,0,60,0,1,0.0,1.0,0
2595968,1,8,0,10,1,60,0,1,0.0,1.0,0
2597673,0,6,1,4,0,60,0,1,0.0,1.0,0
2598861,1,9,2,2,0,60,0,1,0.0,2.0,1
2608420,0,1,2,5,0,120,0,1,0.0,0.0,0
2630796,0,12,0,4,0,120,0,1,0.0,0.0,0
2642498,0,6,2,1,1,120,1,1,0.0,2.0,1
2649310,0,3,2,2,1,60,0,1,0.0,0.0,0
2662451,1,6,0,5,0,60,0,1,0.0,1.0,1
2678587,1,1,2,3,0,60,0,1,0.0,1.0,0
2683696,1,8,0,7,1,330,0,1,0.0,0.0,0
28149,1,0,0,7,1,60,0,1,0.0,0.0,0
50309,1,1,2,2,0,60,0,1,0.0,0.0,1
50619,1,5,0,7,0,60,0,1,0.0,0.0,0
75309,0,1,0,6,1,120,0,1,0.0,1.0,0
85216,0,6,1,2,1,195,0,0,0.0,0.0,1
85304,0,3,1,3,0,60,0,1,0.0,3.0,0
103891,1,8,1,8,0,60,0,1,0.0,3.0,0
124847,0,5,2,4,1,210,1,1,0.0,0.0,0
134721,0,11,2,1,1,60,0,1,0.0,1.0,1
139455,0,11,2,4,0,60,0,0,0.0,1.0,1
141182,1,12,0,6,0,120,0,1,0.0,1.0,1
161286,1,8,1,10,1,60,0,1,0.0,0.0,0
161878,0,4,1,5,1,60,0,1,0.0,1.0,0
162901,0,6,1,7,1,60,0,1,0.0,3.0,0
196264,1,11,2,3,0,60,0,1,0.0,0.0,0
237925,0,1,2,5,1,60,0,1,0.0,3.0,1
237969,0,12,1,8,1,60,0,1,0.0,0.0,0
244438,1,5,0,2,0,540,0,1,0.0,2.0,1
247342,0,3,0,4,0,135,0,1,0.0,1.0,0
250058,0,5,2,4,1,60,0,1,0.0,0.0,0
260367,1,2,2,8,0,120,0,1,0.0,0.0,0
263022,0,2,1,7,0,60,0,1,0.0,0.0,0
268883,1,6,4,9,0,150,0,1,0.0,2.0,1
287499,1,12,2,2,0,60,1,1,0.0,0.0,0
288407,1,3,0,2,0,60,0,1,0.0,1.0,0
315633,1,3,2,4,1,180,0,1,0.0,0.0,0
315723,1,0,0,7,0,60,0,1,0.0,1.0,1
320593,1,5,2,4,0,60,0,0,0.0,2.0,0
334504,0,8,2,9,0,60,0,1,0.0,2.0,1
352308,1,9,0,2,1,60,0,1,0.0,5.0,0
352600,0,6,1,2,0,135,0,1,0.0,0.0,0
354953,1,0,0,2,1,60,0,1,0.0,1.0,1
373795,0,3,2,2,0,60,0,1,0.0,2.0,0
376280,0,3,0,8,1,60,0,0,0.0,2.0,1
392802,0,3,2,3,0,60,0,1,0.0,2.0,1
394020,1,4,2,9,0,60,0,0,0.0,1.0,1
400461,0,3,2,3,0,60,0,1,0.0,1.0,0
406753,0,0,2,6,1,120,0,1,0.0,3.0,0
409284,0,10,3,4,1,90,0,1,0.0,2.0,0
413629,1,6,1,7,1,60,0,1,0.0,2.0,0
421242,1,9,0,7,0,60,0,1,0.0,0.0,0
421754,0,7,0,9,0,60,0,1,0.0,1.0,0
421877,0,5,0,1,0,120,1,1,0.0,1.0,1
430282,1,9,2,4,0,60,1,1,0.0,1.0,1
464592,1,10,2,6,0,60,0,0,0.0,4.0,1
477063,1,0,2,10,0,150,0,0,0.0,1.0,1
477180,0,1,2,8,0,130,0,0,0.0,1.0,1
479921,0,11,0,5,0,75,0,1,0.0,0.0,1
485306,0,11,2,1,0,60,0,1,0.0,1.0,0
491792,1,8,1,10,1,120,0,1,0.0,0.0,0
493055,1,3,1,3,0,60,0,1,0.0,2.0,0
496085,0,9,2,4,0,150,0,0,0.0,1.0,0
497206,1,12,0,3,0,60,0,1,0.0,3.0,1
498438,1,0,2,6,0,60,0,1,0.0,0.0,0
501890,1,5,0,2,1,60,0,1,0.0,2.0,0
504089,1,5,0,8,0,60,0,0,0.0,0.0,0
509100,0,8,2,9,0,60,0,1,0.0,0.0,0
509417,0,1,3,3,0,60,0,1,0.0,3.0,1
511869,1,4,2,2,0,60,0,1,0.0,0.0,0
518265,1,6,2,7,0,60,1,1,0.0,1.0,0
521249,1,8,0,7,0,60,0,1,0.0,3.0,0
528330,1,11,0,3,0,120,0,1,0.0,9.0,0
528822,1,5,2,2,0,60,0,1,0.0,1.0,0
536794,1,9,2,8,0,210,0,1,0.0,0.0,0
537238,0,11,0,1,1,180,0,1,0.0,0.0,0
547860,0,12,0,5,0,180,0,1,0.0,0.0,0
549785,0,8,2,8,0,60,0,1,0.0,0.0,0
551109,0,4,2,1,0,210,0,1,0.0,1.0,0
551340,1,8,2,4,1,120,1,1,0.0,2.0,0
554585,1,1,2,4,0,60,0,1,0.0,1.0,0
555137,0,6,2,2,0,150,0,0,0.0,1.0,1
556170,1,12,2,5,0,120,0,1,0.0,1.0,1
556836,1,0,0,9,0,150,0,1,0.0,0.0,0
561906,1,12,2,1,0,60,0,1,0.0,2.0,0
564944,1,1,0,8,0,60,0,1,0.0,0.0,0
564970,0,7,2,7,0,60,0,1,0.0,3.0,0
571008,1,12,2,1,1,60,1,1,0.0,2.0,0
572043,1,4,0,2,1,120,0,1,0.0,2.0,0
572235,0,6,0,3,0,60,0,1,0.0,3.0,0
576350,0,6,2,2,0,70,0,0,0.0,1.0,0
576827,0,0,2,2,0,120,0,1,0.0,2.0,0
576869,0,12,0,6,0,120,0,1,0.0,0.0,0
579178,0,12,1,2,0,120,0,1,0.0,2.0,0
581409,1,8,2,9,1,120,1,1,0.0,0.0,1
581909,1,5,2,1,1,240,1,0,0.0,3.0,0
582366,1,7,2,5,0,180,0,0,0.0,0.0,1
582920,0,2,0,1,1,60,0,0,0.0,3.0,0
583348,1,11,0,2,1,120,0,1,0.0,0.0,0
584089,1,12,1,9,0,120,0,1,0.0,2.0,0
584952,1,5,2,1,0,120,0,1,0.0,0.0,1
585485,1,3,2,1,0,60,0,1,0.0,0.0,0
588749,1,12,2,6,0,60,0,1,0.0,2.0,0
590504,1,0,0,9,0,60,0,0,0.0,2.0,0
591100,0,9,0,7,0,60,0,1,0.0,0.0,0
591742,0,0,1,4,1,120,0,1,0.0,0.0,0
597242,0,1,2,2,0,120,1,1,0.0,2.0,1
597379,1,5,2,3,0,120,0,1,0.0,0.0,0
603241,1,4,0,9,0,60,0,1,0.0,0.0,0
603559,1,6,2,2,0,60,0,0,0.0,1.0,0
604027,1,10,0,6,0,135,0,1,0.0,1.0,1
605131,1,11,2,2,0,60,0,1,0.0,1.0,0
606905,0,8,0,2,0,120,0,1,0.0,2.0,1
607214,0,2,2,4,0,90,0,1,0.0,0.0,0
607705,0,0,2,8,1,60,0,1,0.0,2.0,0
607946,1,3,2,4,0,120,1,1,0.0,0.0,1
609267,1,0,2,8,0,60,0,1,0.0,0.0,0
609708,1,10,0,8,0,60,0,0,0.0,1.0,0
610129,1,8,2,9,0,120,0,1,0.0,0.0,0
610261,1,10,2,9,0,60,0,0,0.0,1.0,0
610609,0,8,2,7,0,120,0,1,0.0,1.0,0
611493,1,7,0,10,0,60,0,0,0.0,1.0,0
611988,1,7,2,5,1,60,0,1,0.0,0.0,0
612111,0,0,2,6,0,60,0,1,0.0,0.0,0
613617,0,12,2,10,0,120,0,1,0.0,0.0,0
614879,1,5,2,7,0,120,0,1,0.0,0.0,0
616166,1,3,0,6,0,60,0,1,0.0,1.0,0
616388,0,1,0,6,0,60,0,1,0.0,0.0,0
616684,1,1,2,10,0,60,0,1,0.0,2.0,0
616874,0,0,0,8,0,60,1,1,0.0,0.0,0
617350,1,7,2,6,0,90,0,1,0.0,2.0,0
617401,1,5,0,4,0,60,0,1,0.0,2.0,0
618300,0,0,2,3,1,120,0,1,0.0,0.0,0
618913,1,1,2,7,1,60,0,1,0.0,5.0,0
618963,0,0,2,6,0,60,0,1,0.0,2.0,0
618998,1,0,2,4,0,60,0,0,0.0,1.0,0
619015,0,8,1,5,1,60,0,1,0.0,2.0,0
619908,1,8,2,4,0,60,0,1,0.0,0.0,0
619939,0,6,2,9,0,75,0,0,0.0,3.0,0
620106,1,5,0,7,0,60,0,1,0.0,2.0,0
620393,1,4,0,4,0,60,0,1,0.0,2.0,0
620508,1,11,2,2,0,90,0,1,0.0,0.0,0
620793,0,0,0,4,0,60,0,1,0.0,2.0,0
621384,1,3,2,9,0,60,0,0,0.0,1.0,0
621675,1,8,2,1,0,120,0,1,0.0,3.0,0
622199,1,9,0,4,0,60,0,1,0.0,1.0,0
622207,1,8,2,8,0,60,0,0,0.0,1.0,0
622256,1,1,0,6,0,60,0,1,0.0,0.0,0
622281,1,1,0,5,0,60,1,1,0.0,2.0,0
622333,1,5,0,10,0,60,0,1,0.0,0.0,0
622630,1,3,0,1,0,60,0,1,0.0,3.0,0
622672,1,5,2,2,0,60,0,1,0.0,1.0,0
622792,1,4,0,9,0,60,0,0,0.0,1.0,0
622873,0,1,2,4,1,60,1,1,0.0,2.0,0
622968,0,1,0,3,0,60,0,1,0.0,0.0,0
623015,0,10,0,1,0,90,0,0,0.0,2.0,0
623099,1,6,0,7,0,60,0,1,0.0,2.0,0
623332,1,6,0,9,0,120,0,1,0.0,1.0,0
623601,1,0,2,4,1,60,0,1,0.0,0.0,0
623834,1,8,2,6,0,60,1,1,0.0,1.0,0
623997,1,4,2,4,0,60,0,1,0.0,0.0,0
624068,1,7,2,2,0,60,0,1,0.0,1.0,0
624492,1,3,2,8,0,60,0,1,0.0,0.0,0
625613,1,12,2,5,0,60,0,1,0.0,1.0,0
625913,0,7,2,3,0,60,0,1,0.0,0.0,0
626321,0,12,0,6,0,120,0,1,0.0,1.0,0
627370,1,11,2,2,0,60,0,1,0.0,1.0,0
627616,0,4,0,3,0,60,1,1,0.0,2.0,0
627690,0,0,0,10,0,120,0,1,0.0,0.0,0
628150,1,5,2,1,0,60,0,1,0.0,0.0,0
628262,0,0,0,9,0,60,0,1,0.0,3.0,0
628858,1,0,0,6,0,60,1,1,0.0,0.0,0
628947,1,11,0,4,0,60,0,1,0.0,3.0,0
629442,1,12,2,6,0,60,0,1,0.0,0.0,0
629673,1,0,0,8,0,60,0,0,0.0,0.0,0
629706,1,6,2,1,0,60,0,1,0.0,2.0,0
629707,1,0,0,3,0,200,0,1,0.0,0.0,0
629713,1,4,2,6,0,120,0,1,0.0,0.0,0
629955,1,5,0,7,0,60,0,0,0.0,3.0,0
630009,0,5,2,3,0,60,0,1,0.0,1.0,0
630556,1,4,2,2,0,60,0,1,0.0,2.0,0
630939,1,8,2,3,0,60,0,1,0.0,2.0,0
631560,1,9,0,8,0,60,0,1,0.0,0.0,0
631600,1,8,2,3,0,60,0,0,0.0,2.0,0
631630,0,0,2,4,0,60,0,1,0.0,0.0,0
632879,1,11,2,2,0,60,0,1,0.0,0.0,0
632975,1,0,2,6,0,60,0,1,0.0,0.0,0
633477,0,8,0,9,0,60,0,1,0.0,2.0,0
633771,1,12,2,6,0,60,0,0,0.0,1.0,0
634108,0,11,0,5,0,60,0,1,0.0,2.0,0
634295,1,5,1,1,0,60,0,1,0.0,1.0,0
634313,1,5,1,1,0,60,0,1,0.0,2.0,0
1175060,1,3,2,8,1,90,0,1,0.0,2.0,0
1614808,0,0,0,5,1,120,0,1,0.0,0.0,0
1994454,1,5,2,4,1,60,1,1,0.0,1.0,1
2151748,1,5,2,2,1,60,1,1,0.0,2.0,0
2305237,1,2,1,9,0,150,0,1,0.0,2.0,1
2357168,0,9,2,7,1,120,1,1,0.0,4.0,0
2371311,1,0,2,7,0,60,0,0,0.0,2.0,0
2465186,1,5,1,5,1,60,0,0,0.0,2.0,0
2495139,0,10,2,3,0,120,0,0,0.0,3.0,0
2499850,1,3,1,6,1,120,0,1,0.0,0.0,1
2516497,1,10,0,6,0,60,0,0,0.0,1.0,0
2521837,0,3,0,3,1,60,0,1,0.0,3.0,0
2533590,1,1,0,9,0,60,0,0,0.0,1.0,0
2558536,1,5,0,1,0,60,0,1,0.0,1.0,1
2588296,0,2,2,8,1,90,0,1,0.0,2.0,0
2610581,1,11,2,5,0,60,0,1,0.0,2.0,0
2621984,1,12,0,8,0,60,0,1,0.0,0.0,0
2631092,0,8,0,4,0,90,0,1,0.0,3.0,0
2638464,1,3,1,3,0,60,0,1,0.0,1.0,0
2640853,0,4,2,9,0,60,0,0,0.0,0.0,0
51253,0,5,2,5,0,120,0,1,0.0,0.0,0
69239,0,1,2,6,0,90,1,1,0.0,0.0,0
99609,0,7,2,9,0,70,0,1,0.0,2.0,0
101187,0,3,1,4,1,120,0,1,0.0,0.0,0
104215,1,6,0,1,0,270,0,1,0.0,0.0,0
111415,1,8,0,6,1,60,0,1,0.0,0.0,1
124210,0,5,0,1,0,120,0,1,0.0,0.0,0
145188,1,10,2,4,1,60,0,0,0.0,2.0,0
231697,1,5,2,9,0,60,0,1,0.0,1.0,0
236017,0,3,0,2,0,120,1,1,0.0,1.0,0
264601,0,3,0,4,0,70,0,1,0.0,0.0,1
281252,0,8,2,10,0,60,0,1,0.0,2.0,0
282498,0,3,0,8,0,60,0,1,0.0,1.0,0
288762,0,5,2,6,0,120,0,1,0.0,0.0,0
301036,1,11,0,6,0,60,1,1,0.0,1.0,1
303341,0,5,2,1,1,120,0,1,0.0,2.0,0
306754,1,11,2,2,0,120,1,1,0.0,0.0,1
319325,1,12,0,4,1,60,0,1,0.0,1.0,0
323025,1,9,2,1,1,120,1,1,0.0,0.0,0
331526,0,5,2,1,1,120,0,1,0.0,2.0,0
333823,0,6,0,3,0,60,0,0,0.0,0.0,1
348602,0,8,4,10,1,120,0,1,0.0,1.0,0
350361,0,5,2,9,0,150,0,1,0.0,0.0,0
352954,0,7,0,3,1,120,0,1,0.0,1.0,0
364307,0,3,0,4,0,150,0,1,0.0,2.0,1
371949,1,11,2,3,0,60,1,0,0.0,1.0,0
392250,1,7,0,5,0,120,0,1,0.0,0.0,0
395980,0,1,2,2,0,60,0,1,0.0,1.0,1
399772,1,6,1,5,0,60,0,1,0.0,1.0,1
402829,0,0,1,8,0,60,0,1,0.0,0.0,0
408344,0,6,0,6,0,100,0,0,0.0,3.0,0
417157,1,3,2,2,0,120,0,1,0.0,0.0,0
418851,1,7,2,8,0,60,0,1,0.0,3.0,0
423650,1,7,2,5,1,60,0,1,0.0,0.0,0
425393,0,11,1,2,0,60,0,1,0.0,0.0,1
429740,0,3,2,4,0,120,0,1,0.0,2.0,1
435536,0,9,2,10,0,60,0,1,0.0,0.0,0
438135,0,6,2,2,0,70,0,1,0.0,2.0,0
441354,1,6,1,4,0,150,0,1,0.0,1.0,0
442191,0,7,2,5,0,120,1,1,0.0,0.0,0
444388,1,5,2,1,0,60,0,1,0.0,0.0,0
444625,1,3,0,4,0,90,0,1,0.0,0.0,0
445474,1,8,0,5,0,60,0,1,0.0,0.0,0
445595,1,0,0,3,0,120,0,1,0.0,0.0,0
447393,0,6,1,10,0,370,0,1,0.0,0.0,1
466956,1,3,2,6,0,210,0,1,0.0,0.0,0
472649,0,0,0,5,0,150,0,1,0.0,0.0,0
483343,0,9,2,4,0,240,0,1,0.0,0.0,0
484171,1,11,0,5,0,120,0,1,0.0,0.0,1
485612,0,8,0,3,0,180,0,1,0.0,2.0,0
486244,0,8,0,3,0,60,1,1,0.0,3.0,1
486539,0,5,2,1,0,60,0,1,0.0,0.0,1
492254,1,12,2,2,0,120,0,1,0.0,0.0,0
493826,1,5,0,1,1,120,1,1,0.0,2.0,0
496494,1,6,2,6,0,60,0,0,0.0,2.0,0
498326,1,5,0,5,1,60,0,1,0.0,0.0,0
504841,1,8,0,3,0,120,0,1,0.0,1.0,0
506824,1,8,2,7,0,60,0,0,0.0,2.0,1
507576,1,0,1,5,0,60,0,1,0.0,2.0,0
509998,0,1,0,3,0,120,0,1,0.0,6.0,0
510532,0,8,2,4,0,90,0,1,0.0,1.0,1
529885,0,12,0,5,0,150,0,1,0.0,3.0,0
530807,1,8,0,6,0,120,0,1,0.0,0.0,0
534827,0,7,0,6,0,60,1,1,0.0,2.0,0
545127,0,12,2,6,0,120,0,1,0.0,2.0,0
547464,0,9,1,2,0,120,0,1,0.0,0.0,0
553576,0,11,0,8,0,150,0,1,0.0,2.0,0
554215,1,11,2,7,0,120,1,1,0.0,1.0,0
554407,0,7,0,4,1,120,0,1,0.0,3.0,0
559882,1,8,2,7,0,120,0,1,0.0,4.0,0
562890,0,11,0,1,0,120,0,1,0.0,2.0,0
566560,1,6,1,4,0,205,0,1,0.0,0.0,0
566712,0,3,2,5,0,120,0,1,0.0,1.0,0
572413,1,11,2,2,0,120,0,1,0.0,0.0,0
575272,0,5,0,4,0,70,1,1,0.0,0.0,0
575566,1,1,0,9,0,60,0,0,0.0,3.0,0
577359,1,1,2,3,0,120,0,1,0.0,3.0,0
580838,1,0,0,6,0,60,0,1,0.0,3.0,0
583604,0,3,2,7,0,60,0,1,0.0,3.0,0
587777,1,10,2,4,0,60,0,0,0.0,2.0,0
588383,1,10,2,2,0,180,0,1,0.0,0.0,0
588954,1,10,0,1,0,120,0,1,0.0,2.0,1
590632,0,10,0,10,1,60,0,1,0.0,2.0,0
592344,0,0,0,8,0,180,0,1,0.0,1.0,0
598283,0,6,1,5,0,120,0,1,0.0,1.0,0
599877,1,3,0,5,0,120,0,1,0.0,0.0,0
600616,1,7,0,9,0,120,0,1,0.0,3.0,0
603490,0,1,0,3,0,120,0,1,0.0,2.0,0
605676,1,7,0,7,0,120,0,1,0.0,1.0,0
606089,1,4,0,3,0,120,0,1,0.0,1.0,0
606247,1,4,0,2,0,60,0,1,0.0,0.0,0
611356,0,8,0,7,0,90,0,1,0.0,2.0,1
612979,1,7,2,9,0,60,0,1,0.0,1.0,0
614499,0,0,2,2,0,60,0,1,0.0,0.0,0
614912,0,11,0,7,0,60,0,1,0.0,1.0,0
618531,0,8,0,10,0,120,1,1,0.0,1.0,0
618825,0,5,2,3,0,120,1,1,0.0,0.0,0
620676,0,6,2,5,0,120,0,1,0.0,0.0,1
623224,1,11,0,9,0,60,0,1,0.0,0.0,0
623586,1,0,2,10,1,120,0,1,0.0,0.0,0
624631,1,0,2,8,0,120,0,1,0.0,0.0,0
625012,1,1,0,5,1,120,0,1,0.0,0.0,1
625013,1,11,2,8,1,60,0,1,0.0,0.0,0
626151,1,5,2,1,0,60,0,1,0.0,0.0,1
626799,1,6,2,5,0,120,0,1,0.0,0.0,0
628685,1,5,2,1,1,60,0,1,0.0,0.0,0
630775,1,0,2,6,0,60,0,1,0.0,1.0,0
631295,0,7,2,7,1,120,1,1,0.0,2.0,1
631486,1,11,2,1,0,120,0,1,0.0,2.0,0
631960,1,12,0,3,0,150,0,1,0.0,2.0,0
633237,0,5,0,3,1,120,0,1,0.0,3.0,0
633525,1,11,2,4,0,60,0,1,0.0,0.0,0
635071,0,3,3,3,0,120,0,1,0.0,0.0,0
635986,0,3,1,2,1,120,0,1,0.0,7.0,0
636590,0,11,0,1,0,150,0,1,0.0,0.0,0
636712,0,0,0,5,0,120,1,1,0.0,0.0,0
638358,1,7,2,10,0,90,0,1,0.0,0.0,0
638657,1,8,2,9,0,120,0,1,0.0,0.0,0
639190,1,12,0,2,0,120,0,1,0.0,2.0,0
640054,1,5,2,4,0,120,0,1,0.0,0.0,0
641192,1,2,2,8,0,60,0,1,0.0,2.0,0
641557,0,0,3,3,0,210,1,1,0.0,2.0,0
641613,1,9,2,1,0,60,0,1,0.0,0.0,0
642785,0,0,0,3,0,120,0,1,0.0,0.0,0
643021,0,8,2,8,0,120,0,1,0.0,0.0,0
644881,1,9,0,2,0,120,0,1,0.0,0.0,0
645738,0,8,0,6,0,120,0,1,0.0,0.0,0
645850,1,5,0,1,0,120,0,1,0.0,0.0,0
645906,1,12,2,2,0,240,1,1,0.0,0.0,0
646020,1,11,2,2,0,180,0,1,0.0,0.0,0
646027,0,8,0,9,0,60,0,1,0.0,0.0,0
646086,1,5,2,3,0,180,0,1,0.0,0.0,0
646755,1,12,2,9,0,90,0,1,0.0,0.0,0
647318,1,10,0,3,1,90,0,0,0.0,2.0,0
647468,1,3,2,9,0,150,1,1,0.0,0.0,0
647824,1,11,0,7,0,120,0,1,0.0,1.0,0
647920,1,7,1,9,1,60,0,1,0.0,2.0,0
647953,1,8,0,5,0,120,0,1,0.0,0.0,0
647968,1,5,2,1,0,120,0,1,0.0,1.0,0
648237,1,0,0,10,0,60,0,0,0.0,0.0,0
648880,1,11,0,2,0,120,0,0,0.0,1.0,0
648888,1,8,0,9,0,60,0,1,0.0,0.0,0
648947,0,12,2,3,0,180,0,1,0.0,2.0,0
648966,0,6,0,6,0,60,0,1,0.0,0.0,0
649689,1,12,2,3,0,60,0,1,0.0,0.0,0
650243,0,11,0,3,1,180,0,1,0.0,3.0,0
650829,1,1,2,2,0,90,0,1,0.0,0.0,0
651048,1,4,0,5,0,60,1,0,0.0,1.0,0
651174,1,11,0,8,0,120,0,1,0.0,2.0,0
651481,1,9,2,5,0,180,0,1,0.0,1.0,0
652531,0,6,0,9,0,150,1,1,0.0,0.0,0
653296,0,0,2,6,0,120,0,1,0.0,1.0,0
653723,0,1,0,5,0,120,1,1,0.0,0.0,0
653770,1,1,2,2,0,120,0,1,0.0,0.0,0
653771,0,0,0,8,1,120,0,1,0.0,0.0,0
654091,0,3,2,1,0,60,0,1,0.0,3.0,0
654863,1,3,0,2,0,120,0,1,0.0,1.0,0
654938,0,3,2,5,0,120,0,1,0.0,2.0,0
655254,1,5,2,5,0,90,0,1,0.0,0.0,0
655910,1,1,0,9,0,120,0,1,0.0,1.0,0
656009,0,11,2,5,0,120,0,1,0.0,0.0,0
656115,0,8,2,3,0,60,0,1,0.0,2.0,0
656459,0,3,2,9,1,120,0,1,0.0,3.0,0
657071,1,8,0,6,0,60,1,0,0.0,2.0,0
657161,0,9,1,6,1,120,0,1,0.0,0.0,0
674219,1,5,2,5,0,60,0,1,0.0,0.0,0
674277,1,9,0,2,0,120,0,1,0.0,1.0,0
674361,1,6,0,7,0,120,0,1,0.0,0.0,0
674419,1,11,2,3,1,240,1,1,0.0,2.0,0
674469,0,3,0,10,0,60,0,1,0.0,1.0,0
675052,0,5,0,4,1,120,1,1,0.0,3.0,0
675253,0,5,2,3,0,60,0,1,0.0,2.0,0
675471,1,5,1,1,1,60,0,1,0.0,1.0,0
675656,1,11,1,6,1,120,0,1,0.0,1.0,0
675945,1,6,2,5,0,60,1,0,0.0,1.0,0
676010,1,8,0,10,0,120,1,1,0.0,4.0,0
676368,0,10,1,10,1,60,0,1,0.0,2.0,0
